row_id,row_number,description,title,brand,model,category,condition,sku,upc,quantity,retail_value,notes,base_cost,ideal_price
247,247,"1/2"" Steel Cable Kit, PIUM 75Ft 7x19 Strand Aircraft Cable with Loops, Heavy Duty Wire Rope 23000lbs Breaking Strength with Clamps and Thimbles for Zipline, Boat Lift, Outdoor Use",,PIUM,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,168.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6CFTW2R6,10.48,20.96
248,248,"Purewell 3-Stage 0.01μm Ultra-Filtration Gravity Water Filter System, NSF/ANSI 42&372 Certification, 304 Stainless Steel Countertop System with 2 Filters and Stand, Reduce 99% Chlorine, 2.25G, PW-OB",,Purewell,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,167.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA66MF374G,10.40,20.80
249,249,"QXYBVD 3 Color LED Butterfly Lights, 2 Pack Wedding Butterfly led Lights, 23.6"" Wedding Butterfly LED Floor Lamp, Mariposas Grandes para Decoracion for Wedding, Birthdays, Party Decoration",,QXYBVD,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,165.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6CKYZ8WB,10.24,20.48
250,250,LONTAN 10 Pairs Soft Close Drawer Slides 24 Inch Side Mount Heavy Duty Cabinet Drawer Glides - Ball Bearing Full Extension Kitchen Cabinet Rails 100 LB Capacity,,LONTAN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,163.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA62KV68TC,10.16,20.32
251,251,Carbon Fiber Extension Pole 4.7-30FT Telescoping Paint Roller Extendable Pole Lightweight Sturdy Extension Poles with Universal Threaded Head Multi-Use Pole,,DOBEN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,159.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6DG5KD4G,9.92,19.84
252,252,"3"" x 100ft PVC Lay Flat Water Pump Discharge Hose With Aluminum Pin Lug Fittings, Heavy Duty Reinforced Pool Backwash Hose Assembly",,Geowaky,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,768795974158,1,158.02,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6PSL2WQY,9.80,19.60
253,253,"Neodrain Shower Niche, 18""X12"" Matte Black Wall Niche Waterproof, Stainless Steel Wall Cabinet with 3000K LED Light, NO Tile Needed Recessed Niches for Bathroom Over Mount Installation in wall",,Neodrain,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,157.37,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6VNLW3M6,9.76,19.52
254,254,"HolyHeal Drop Arm Bedside Commode, Commode Toilet with Padded Seat and Backrest, 300lbs Capacity, 6.3QT Removable Bucket and Splash Guard, Adjustable Height Portable Toilet for Adults, Blue",,HOLYHEAL,,BUILDING_AND_HARDWARE,USED_GOOD,,199284287914,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA65TT6Z84,9.67,19.34
255,255,"Fantspati 4 in 1 Bathroom Exhaust Fan with Heater and Light, 2800W Heater, 211CFM, 5-Color Mood Lighting, Low Noise, with Wall Control for Bathroom and Toilet",,Fantspati,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6WPX84NB,9.67,19.34
256,256,"Boho Fandelier Ceiling Fan with Light Gold Caged Ceiling Fans with Lights and Remote Rattan Chandelier Fan for Bedroom,Nursery,Foyer,Kitchen,Living Room (6 Speeds Timing Adjustment Height Enclosed)",,WONGU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6653XN67,9.67,19.34
257,257,"AquaVogue 3-Pack King Size Bed Rails for Toddlers -Height Adjustable Baby Bed Rail Guard Specially Designed for King Size Bed (78.7""x78.7""x74.8""-Grey)",,AquaVogue,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6QMDTGMX,9.67,19.34
258,258,"BSEED Bathroom Exhaust Fan with Bluetooth Speaker & Heater, 1800W Dual-Heat, 230 CFM, 3CCT+5-Color RGB Light, Negative Ion, Wall Control",,BSEED,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6HDQ1QH6,9.67,19.34
259,259,"Art3d 10-Pack Smooth Drop Ceiling Tile 2ft x 4ft - Fire-Rated, Waterproof, Reusable - Premium PVC, No Sag and Breakage - Cover 80 Sq. Ft, White",,Art3d,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA62W47YJX,9.67,19.34
260,260,"Cestluck Mini-Split AC Line Set Cover: 5"" 26.5 Ft Minisplit Lineset Cover Kit, Line Hide for Mini Split Central AC HVAC Heating System, Waterproof PVC Outdoor Decorative for Mini Spilt Heat Pumps",,Cestluck,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6BNJ5XM3,9.67,19.34
261,261,"Art3d 10-Pack Smooth Drop Ceiling Tile 2ft x 4ft - Fire-Rated, Waterproof, Reusable - Premium PVC, No Sag and Breakage - Cover 80 Sq. Ft, White",,Art3d,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6595XZRZ,9.67,19.34
262,262,"Neatfi (New Model) 3,000 Lumens LED Desk Lamp, Dimmable, 360 SMD LEDs, 30W, CRI 95, Adjustable Light Modes, Task Lamp for Home Office, Study, Workstation (CCT with Clamp, Black, 44 Inches)",,Neatfi,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.94,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6HFZ6CGT,9.67,19.34
263,263,"Mosanfan Ceiling Fans with Lights and Remote, 52'' Outdoor Ceiling Fan with 6 Speed Noiseless Reversible DC Motor, Indoor 3 Blade Wood Ceiling Fan for Farmhouse Bedroom Living Room Gazebo Walnut",,Mosanfan,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,153.78,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA63NJJMH3,9.54,19.08
264,264,"DoubleFill 4 Pcs Bamboo Shades Outdoor Reed Roll Up Blinds 48"" W x 72"" H Blackout Sunshade Cordless Bamboo Blinds for Home Porch, Patio & Windows Decor Shutters Sunlight Privacy Screen(Carbon Brown)",,DoubleFill,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,153.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNK5NR35J1G,9.51,19.02
265,265,"ComfyBumpy 2-Pack Bed Rail for Toddlers 55.5"" L x 19.5"" H | Toddler Bed Rails for Twin, Full, Queen & King Mattress Size | Swing Down Rail Guard | Mattress Side Rail for Kids | Gray",,ComfyBumpy,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,850031979253,1,150.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6ZNQH2Q3,9.35,18.70
266,266,"HXCFYP NSF Certified Stainless Steel Prep Table 24x18 with Undershelf for Restaurant, Home, & Hotel - Heavy Duty Commercial Grade Worktable for Food Preparation & Christmas Cooking",,HXCFYP,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,783647333495,1,149.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA6R3NDLK7,9.27,18.54
267,267,YongMing CL Gold Sputnik Chandelier 3 Light Milk Glass Globe Hanging Light Modern Pendant Light Fixture for High Ceiling Kitchen Bedroom Dining Living Room,,YongMing CL,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,143.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6XYPVRG8,8.87,17.74
268,268,"Homebelife 5-Light Farmhouse Chandelier Lighting Fixture, Linear Pendant Light for Kitchen Island, Dining & Living Room, Matte Black Finished",,Homebelife,,BUILDING_AND_HARDWARE,USED_GOOD,,738192597854,1,142.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6KNQDWXM,8.87,17.74
269,269,"Art3d Drop Ceiling Tiles, 24x48in. White (12-Pack), Polyvinyl Chloride (PVC), Glue Down",,Art3d,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,142.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA674F1CB7,8.87,17.74
270,270,"8-Stage Gravity Water Filtration System 3.0 Gallon-304 Stainless Steel Countertop System with 4 Filters and StandReduce 99.9% Chlorine, NSF/ANS 42 Certifcation",,IceJoy,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,701845469235,1,142.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6F7MX84L,8.87,17.74
271,271,"Neatfi Elite HD XL Desk Lamp – 1,600 Lumens, 22” Wide Head, 6500K Daylight | Non-Polar Dimming, Adjustable | Office, Study & Home Workspace (Non-CCT with Clamp, Black, 22 Inches)",,Neatfi,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,142.40,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA68SKJ3R8,8.83,17.66
272,272,"Untrammelife Glass Gold Pendant Light 1-Light 9"" Globe Ceiling Lighting Modern Hanging Light Fixture with Hammered Glass Gold Chandelier Adjustable Chain Brushed Brass Finished",,Untrammelife,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,137.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6JZY76HN,8.54,17.08
273,273,"Sidasu 60 Pack 32 Inch Black Metal Deck Balusters for Deck Baluster Replacement, Rectangular Spindles for Porch Railing and Stair Railing, Side Mount Kit with Hardware",,Sidasu,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,135.84,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6KG3WRYT,8.42,16.84
274,274,MERINEA L51” Black Sputnik Chandelier Modern 4 Lights Dining Room Light Fixture Mid Century Smoke Glass Globe Ceiling Pendant Lighting Contemporary for Kitchen Island Bar Bedroom Home Office,,MERINEA,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,133.60,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6H7M33NJ,8.28,16.56
275,275,"LEDIARY 22in Enclosed Ceiling Fans with Lighst and Remote, Black Modern Bladeless Ceiling Fan with Bright Light, Led Flush Mount Ceiling Fan for Bedroom, Living Room, Kid Room(6 Speeds, 3000-6000K)",,LEDIARY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,132.59,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6HSJ9GGL,8.22,16.44
276,276,"AIJIASI Gold Bathroom Wall Sconces Set of 2: 18 Inch Modern Sconces Wall Lighting 18W LED Dimmable Wall Light with Acrylic Lampshade, Brushed Gold Sconces for Bedroom Living Room Hallway (Hardwired)",,AIJIASI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,132.56,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA62RDBN1T,8.22,16.44
277,277,"Art3d WPC Wainscoting Panels, 16-Pack 48 x 6 Inch 3D Wall Accents for Interior Wall Decor, Living Room, Bedroom, Teak",,Art3d,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6NJMMY2S,8.06,16.12
278,278,"HillhutApex 4 Step Foldable Aluminum Step Ladder with Handgrip, Anti-Slip Pedal, 330 lbs Capacity, Lightweight & Portable for Home, Kitchen, Office, Garage (White)",,HillhutApex,,BUILDING_AND_HARDWARE,USED_GOOD,,759242127401,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6PL6772F,8.06,16.12
279,279,"KECTIAKL 16 Inch Bathroom Vessel Sink with Waterfall Faucet and Pop-up Drain Combo,Black Ceramic Sink Bowl Above Counter Rectangular Bathroom Sink Basin",,KECTIAKL,,BUILDING_AND_HARDWARE,USED_GOOD,,788362109387,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6TDSPNSX,8.06,16.12
280,280,Sliding Shower Chair with Arms and Back 2,,Lamorland,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA66PTBJJC,8.06,16.12
281,281,"KARTOOSH Battery Operated Wall Sconces with Remote Control, Dimmable Wall Sconces Set of Two, 350°Rotate, 3000K LED Black Wireless Wall Light for Living Room, Hallway, Bedroom, 24.4 Inch (2 Pack)",,KARTOOSH,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6KXGZ3TM,8.06,16.12
282,282,WQSING Steering Gear Box Rack & Pinion 1824165 Compatible with Polaris 2016-2017 Ranger EV ETX Crew 570,,WQSING,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,129.42,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6RSPL5WT,8.03,16.06
283,283,"Kiguak 47"" LED Gold Rectangle Chandeliers for Dining Room, Modern Oval Rectangular Kitchen Chandelier, Dimmable LED Light Fixture with Remote, for Kitchen Island, Dining Room, Bar",,Kiguak,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,128.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6QYP8QTG,7.98,15.96
284,284,"Fanbulous 62 Inch Ceiling Fans with Lights, Black Modern Ceiling Fan with Remote,Large Farmhouse Indoor & Outdoor Ceiling Fan with 8 Dual Finish Blades, Quiet DC Motor, Bright LED Light",,Fanbulous,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,128.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6T7Q7BY6,7.98,15.96
285,285,"Tongmo 48"" x 100' Green Chicken Wire Fencing, 19 Gauge Green Wire Fence, 1""x1"" Mesh Size Metal Welded Wire Garden Fence Roll, Poultry Netting for Rabbit/Duck/Chicken",,TONGMO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,128.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA668FXZ2J,7.98,15.96
286,286,FDPBY Modern Bathroom Vanity Light 3-Lights Gold Crystal Bathroom Wall Light Vanity Light Fixtures，20.47-inch Modern Minimalist Design,,FDPBY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,124.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6R1785ZL,7.74,15.48
287,287,"Sharp-tec Linear Shower Drain, 36 inch Shower Drain with Removable Pattern Cover, Brushed Gold 304 Stainless Steel Rectangle Floor Drain, Adjustable Feet and Hair Strainer Included (Model 101)",,Sharp-tec,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA67FW5CBN,7.74,15.48
288,288,6 Pair of 18 Inch Undermount Soft Close Drawer Slides 100LB Load Capacity Full Extension Concealed Drawer Rails with 3D Locking Device,,Betesy Hardware,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6RJJZ6X4,7.74,15.48
289,289,SOPEAS 6-Light Bathroom Vanity Light Black Vanity Lights for Bathroom Light Fixtures Matte Black 6 Light Fixtures with Clear Glass Shades for Bath Over Mirror,,SOPEAS,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,121.04,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6GL9177Q,7.51,15.02
290,290,"Solar Post Cap Lights Outdoor 16pack, Waterproof Solar Powered Deck Fence Post Lights for 4x4 Wood/Vinyl Posts, Solar Outdoor LED Light with Cool/Warm Lighting Decorate Garden Patio Porch…",,JOFIOS,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,118.55,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA67529KQL,7.35,14.70
291,291,BvenuBigLite Outdoor Ceiling Fan with Light: 52 Inch 3 Blade Outdoor Fans for Patios - Modern Walnut Ceiling Fan with Dimmable Light Remote Control Ultra Quiet Reversible DC Motor Timer,,BvenuBigLite,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA69SL557W,7.25,14.50
292,292,ZGLAOJT 3 Light Vintage Vanity Light Gold Bathroom Light Fixtures Over Mirror.,,ZGLAOJT,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA69RDCL1M,7.25,14.50
293,293,"Art3d Wainscoting Wall Panel Kit, 37.8"" Tall Beadboard Panels for Walls, Polystyrene Board and Batten Wall Panel Kit, Easy DIY Decorative Trim for Living Room, Kitchen, Bedroom – Covers 31 Sq.Ft",,Art3d,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6CCH96H8,7.25,14.50
294,294,"Slypadan Outdoor Motion Sensor Flush Mount Ceiling Light, LED Outdoor Ceiling Light Fixture 2 Pack, 12"" Dusk to Dawn Porch Ceiling Light, Black Modern Exterior Light for Farmhouse Garage Hallway Entry",,Slypadan,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6ZCJYDQR,7.25,14.50
295,295,"ZSDHXi 6-Light Antique White Pendant Light, Modern Farmhouse Chandeliers for Dining Room, Adjustable Hexagonal Metal Hanging Light, Vintage Geometric Pendant Lighting for Kitchen Island Entryway Foyer",,ZSDHXi,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6KZ99LSN,7.25,14.50
296,296,"hykolity Large Size Dusk to Dawn Outdoor Wall Lanterns, 18 Inch Outdoor Wall Light Fixtures, Matte Black Porch Lights, Exterior Wall Lighting, Architectural Outdoor Sconces, ETL Listed, 2 Pack",,hykolity,,BUILDING_AND_HARDWARE,USED_GOOD,,717522165727,1,116.08,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6CXLLNLQ,7.20,14.40
297,297,"Pushglossy 9 Pcs 47.24″(Total 35.4 Ft) Ceiling Crown Molding with LED Duct Kit for Seamless Ambient Accent Lighting Waterproof Channel for Easy LED Trim Moulding Strip Installation(9pcs,Rear Groove)",,Pushglossy,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,115.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6MM2H3Y8,7.17,14.34
298,298,"Neodrain 32 in Matte Black Linear Shower Drain- with 2-in-1 Flat & Tile Insert Cover, 304 Stainless Steel Rectangle Shower Floor Drain,Floor Shower Drain",,Neodrain,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,114.40,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6CG3SRKD,7.09,14.18
299,299,"MANSNIX Smart Motorized Blinds with Remote, Cordless No-Drill Automatic Roller Shades, Blackout Electric Blind for Windows, Grey, 24.5 x 72",,MANSNIX,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,111.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA648DKCCC,6.93,13.86
300,300,"2 Pack Hand Rails for Outdoor Steps,2-3 Step Railing for Stairs,Adjustable Porch Railing,Hand Rails for Seniors,Outdoor Deck Handrails for Exterior Steps,White",,Sannwsg,,BUILDING_AND_HARDWARE,USED_GOOD,,738253229175,1,111.14,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6Q4J7FNZ,6.89,13.78
301,301,"TOKIT Reverse Osmosis Water Filter, U1 Alkaline Mineral Under Sink Water Filter System, 400GPD Tankless RO Filtration with Faucet, NSF/ANSI 58, 2:1 Pure to Drain, Reduce TDS",,TOKIT,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,110.71,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6DYWRRGN,6.87,13.74
302,302,"Sidasu 10-Pack Iron Balusters – 1/2"" Square Metal Stair Spindles, Hollow Double & Single Knuckle Design with 20 Swivel Shoes, Wrought Iron Staircase Balusters for Indoor & Outdoor Railing",,Sidasu,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,110.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA6KMFX8GR,6.85,13.70
303,303,"Mid-Century Modern Wall Sconces Set of 2, Gold Wall Sconce with Milky White Glass Globe Shade, Brushed Brass Globe Wall Light for Bathroom Bedroom Hallway",,bywdbywt,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,110.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6QG5ZLWL,6.85,13.70
304,304,"ChooChoo Bathroom Medicine Cabinet with Mirror, Modern Mirror Cabinet with LED Lights, Bathroom Wall Cabinet with Adjustable Shleves, Towel Bar, White",,ChooChoo,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,110.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6WDKXKCD,6.85,13.70
305,305,"YJINGRUI Hydraulic Buffer Cabinet Door Hinge, Lift and Up Hinges, Vertical Lift Cabinet Door Hinge, 19.69-31.49in, Sturdy Silent and Adjustable",,YJINGRUI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,107.43,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6CTXK2LJ,6.66,13.32
306,306,"Deck Blade Spindle Belt Rebuild Kit for MTD Troy Bilt 42 inch M115-42 LT4200 T1000 T1400 T1800 Bronco Pony, Replaces Spindle 618-06991 918-06991, Blade 742-04308 942-04308, Belt 954-04060",,PetMigo,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,761026777849,1,107.11,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA694HYNZ4,6.64,13.28
307,307,22818466 Front Left Driver Side Armrest Repair Kit Fit for Chevy Silverado 1500 2500HD 3500HD 2010-2014 For GMC Sierra 1500 2500 HD 3500 HD 2010-2014 Door Panel with Release Handle Below Armrest -Gray,,RHAOCZIYAUTO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,106.78,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6QCJ8TGV,6.62,13.24
308,308,"Singhoow 8 Pcs Plastic Pallets for Basement Storage Nestable Moisture Waterproof Lightweight Floor Pallets with Breathable Grid for Indoor Outdoor Supermarket Warehouse (19.6 x 11.8 x 3.9 Inch,Black)",,Singhoow,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,106.59,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6NH1GBCD,6.61,13.22
309,309,HAHZT Gold Bathroom Vanity Light 3-Lights Bathroom Light Fixtures Over Mirror with Clear Glass Shade 22.4 inch Wall Sconce Lighting Bath(Exclude E26 Bulb),,HAHZT,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,105.29,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6S95XCR5,6.53,13.06
310,310,"VitaSophy Knee Scooter with Disc Brake, Steerable Knee Walker for Adults,Foldable Rover Scooter for Broken Foot Injured Leg Crutch,Pink",,VitaSophy,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNK5P2VTYDV,6.45,12.90
311,311,"1.8 Cub Small Fireproof Safes for Home, Digital Security Home Safe Fireproof Waterproof with Programmable Keypad Keys and Alarm System, Anti-Theft Document Safe Box for Money Medicines Valuables",,Homirxan,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6LRB329B,6.45,12.90
